id;codigo_departamento;codigo_municipio;nombre_departamento;nombre_municipio;iso_departamento
9d77a3ad-bdd7-4d61-8d72-b2e0d55473f1;05;05856000;ANTIOQUIA;VALPARAÍSO;CO-ANT
b5bb0e60-f0a1-457d-ba2a-1b0032becb5e;05;05858000;ANTIOQUIA;VEGACHÍ;CO-ANT
2dd3c8c4-bc46-40da-b860-3163f211ee35;05;05861000;ANTIOQUIA;VENECIA;CO-ANT
bfb0131f-8350-4eb2-87fd-3d4d92634a3e;05;05873000;ANTIOQUIA;VIGÍA DEL FUERTE;CO-ANT
33fed2c9-4f8b-4ecb-8e9d-be0a80d979a8;05;05885000;ANTIOQUIA;YALÍ;CO-ANT
3b371aa2-e2a5-4e76-956e-dc2e7cea4ec4;05;05887000;ANTIOQUIA;YARUMAL;CO-ANT
4ef2eb5c-7c59-48dc-be7c-b8a3c2565e8b;05;05890000;ANTIOQUIA;YOLOMBÓ;CO-ANT
2546310b-c1d8-41d4-84ab-9a16aabb7adc;05;05893000;ANTIOQUIA;YONDÓ;CO-ANT
fdc9afda-f4af-42af-86de-3abbaf9ab0af;05;05895000;ANTIOQUIA;ZARAGOZA;CO-ANT
93932963-6d47-4bec-8eba-72150143d02e;81;81001000;ARAUCA;ARAUCA;CO-ARA
82bae074-411f-4402-a317-923c39905d3b;81;81065000;ARAUCA;ARAUQUITA;CO-ARA
b9b9e46d-2173-42c2-b24b-227840b90a43;81;81220000;ARAUCA;CRAVO NORTE;CO-ARA
2a6a05dd-cdfa-4bbe-a8ac-b2b19f80c6db;81;81300000;ARAUCA;FORTUL;CO-ARA
86a79307-8b69-4e21-af6d-2a637c9c7c16;81;81591000;ARAUCA;PUERTO RONDÓN;CO-ARA
d1fa3c78-9877-48ac-b1d6-b7fe577b6803;81;81736000;ARAUCA;SARAVENA;CO-ARA
78e6f110-f00d-457a-8d5c-9cea44f15a48;81;81794000;ARAUCA;TAME;CO-ARA
3cdd6d1f-c31c-4f87-857b-6e4808cb8fa2;88;88564000;ARCHIPIÉLAGO DE SAN ANDRÉS. PROVIDENCIA Y SANTA CATALINA;PROVIDENCIA;CO-SAP
3f0d7d41-ccc7-4c9a-b74c-209cb98d04cf;88;88001000;ARCHIPIÉLAGO DE SAN ANDRÉS. PROVIDENCIA Y SANTA CATALINA;SAN ANDRÉS;CO-SAP
97a5468a-6549-486c-a36b-28890109159d;08;08078000;ATLÁNTICO;BARANOA;CO-ATL
0f5a8a62-bf32-4af2-8982-3d23dafa0ae3;08;08001000;ATLÁNTICO;BARRANQUILLA;CO-ATL
1427283d-abc7-447e-be00-5be87a5e4a8a;08;08137000;ATLÁNTICO;CAMPO DE LA CRUZ;CO-ATL
34f4482d-e8a4-445f-856c-64bbc79de323;08;08141000;ATLÁNTICO;CANDELARIA;CO-ATL
eee2322f-b88b-42b7-b3b0-1f0f7703eee8;08;08296000;ATLÁNTICO;GALAPA;CO-ATL
e3e8a5ec-a729-428b-905a-ceac7594049e;08;08372000;ATLÁNTICO;JUAN DE ACOSTA;CO-ATL
268c63b9-c61a-431a-865f-9c579815b6f3;08;08421000;ATLÁNTICO;LURUACO;CO-ATL
fbdc6cbd-732d-48d7-a3a7-778a3b155852;08;08433000;ATLÁNTICO;MALAMBO;CO-ATL
9f888f99-38b9-4db1-bb03-c91b1edeee3b;08;08436000;ATLÁNTICO;MANATÍ;CO-ATL
c1a44c91-8a43-4b44-b992-2738ae9c94d1;08;08520000;ATLÁNTICO;PALMAR DE VARELA;CO-ATL
f474b64b-f9da-47e7-981d-06873f61bf3b;08;08549000;ATLÁNTICO;PIOJÓ;CO-ATL
708fe47f-a9bd-4fcf-97fb-ed237c830117;08;08558000;ATLÁNTICO;POLONUEVO;CO-ATL
b3c58ec6-b7f4-4ceb-87a5-2b5b8745f814;08;08560000;ATLÁNTICO;PONEDERA;CO-ATL
79ede774-5423-429d-92e2-81ffc004351a;08;08573000;ATLÁNTICO;PUERTO COLOMBIA;CO-ATL
0ed42be7-75cf-4d46-a474-d6f56eb0b053;08;08606000;ATLÁNTICO;REPELÓN;CO-ATL
82941cbf-8b99-43c4-8ffd-847989546d3f;08;08634000;ATLÁNTICO;SABANAGRANDE;CO-ATL
1514eb6c-df8e-4389-ba3b-b2a49aa13e92;08;08638000;ATLÁNTICO;SABANALARGA;CO-ATL
5ac3c643-2df9-4899-83e6-7eaf63d4a1df;08;08675000;ATLÁNTICO;SANTA LUCÍA;CO-ATL
3c221ff1-7a2b-4002-bb68-c95cebbfc60f;08;08685000;ATLÁNTICO;SANTO TOMÁS;CO-ATL
11fcab7b-2789-4f08-b659-57b9d9cb42ff;08;08758000;ATLÁNTICO;SOLEDAD;CO-ATL
046dd5d3-8a03-425f-a70c-930744925553;08;08770000;ATLÁNTICO;SUAN;CO-ATL
37f72fa0-f00c-4442-b9ab-22e3a64d2ee6;08;08832000;ATLÁNTICO;TUBARÁ;CO-ATL
17102f38-cc6a-45f7-ae35-a7afc59fe665;08;08849000;ATLÁNTICO;USIACURÍ;CO-ATL
74cdd1c1-91cf-4f26-9d52-b4d3b17c784d;11;11001000;BOGOTÁ. D.C.;BOGOTÁ. D.C.;CO-BOG
daad70ea-0ce9-4116-9fc0-0317bbfac8f7;13;13006000;BOLÍVAR;ACHÍ;CO-BOL
250cd8c2-c526-4ab2-bf67-3249efdd3148;13;13030000;BOLÍVAR;ALTOS DEL ROSARIO;CO-BOL
55ef238a-9b3c-4bcc-8d03-7d6132f56984;13;13042000;BOLÍVAR;ARENAL;CO-BOL
74a61f6f-aabc-4f2d-8933-891b41ae377b;13;13052000;BOLÍVAR;ARJONA;CO-BOL
bcff8308-1920-4691-ba72-b78b0fe85024;13;13062000;BOLÍVAR;ARROYOHONDO;CO-BOL
a365af48-748d-4c1d-a8bf-d32c1e5ad7ea;13;13074000;BOLÍVAR;BARRANCO DE LOBA;CO-BOL
851d1728-6ca2-47a1-9968-cd3b349104e0;13;13140000;BOLÍVAR;CALAMAR;CO-BOL
6125a7d8-a61b-4c55-9996-17a06a0b206f;13;13160000;BOLÍVAR;CANTAGALLO;CO-BOL
e54ac5b4-8a83-4ebd-94a5-7fa03de2b440;13;13001000;BOLÍVAR;CARTAGENA DE INDIAS;CO-BOL
c1a0e6b6-d409-4fcd-a23d-39e7c2d01d08;13;13188000;BOLÍVAR;CICUCO;CO-BOL
2b0b572f-962b-4fa4-9444-f841f15aa056;13;13222000;BOLÍVAR;CLEMENCIA;CO-BOL
4073cfe3-2788-4585-b074-9d88c87bb36f;13;13212000;BOLÍVAR;CÓRDOBA;CO-BOL
fabcdfb9-6c47-4bd3-834d-d3ff34ca77f4;13;13244000;BOLÍVAR;EL CARMEN DE BOLÍVAR;CO-BOL
9fd6a53d-a4f5-447c-aa1e-41a3529452fe;13;13248000;BOLÍVAR;EL GUAMO;CO-BOL
e17a8ed6-2333-4447-adcc-cfdb361b4019;13;13268000;BOLÍVAR;EL PEÑÓN;CO-BOL
4914511f-82ff-4c28-92d0-7f0e5a258700;13;13300000;BOLÍVAR;HATILLO DE LOBA;CO-BOL
0da15ac2-ae14-4c7f-a1e5-27593de56109;13;13430000;BOLÍVAR;MAGANGUÉ;CO-BOL
21c02476-3297-47e8-837e-6b139a74fb88;13;13433000;BOLÍVAR;MAHATES;CO-BOL
b16a8a2e-103c-4e66-b749-3c4dc1a2f55d;13;13440000;BOLÍVAR;MARGARITA;CO-BOL
a4937420-1a53-4ed5-909b-dd1cfd102328;13;13442000;BOLÍVAR;MARÍA LA BAJA;CO-BOL
25fabb77-d554-4016-a006-8834f3d25490;13;13458000;BOLÍVAR;MONTECRISTO;CO-BOL
3633da57-9227-49b8-b9c3-5019606b7197;13;13473000;BOLÍVAR;MORALES;CO-BOL
61e25c8b-5bbf-496e-b870-ec55836ed08d;13;13490000;BOLÍVAR;NOROSÍ;CO-BOL
0f07afaf-bc19-4028-a072-0aedebf3d7ef;13;13549000;BOLÍVAR;PINILLOS;CO-BOL
1b837511-2561-446f-bcb6-fc31595a8b26;13;13580000;BOLÍVAR;REGIDOR;CO-BOL
a7859d39-44dc-461b-95f1-c50ad47e61f9;13;13600000;BOLÍVAR;RÍO VIEJO;CO-BOL
72859325-b913-4e02-8696-9eb5139a1734;13;13620000;BOLÍVAR;SAN CRISTÓBAL;CO-BOL
f3a17f5d-844f-4436-a224-dbf669ecc641;13;13647000;BOLÍVAR;SAN ESTANISLAO;CO-BOL
e022feda-707b-4ccc-a059-5a25e2b8ba01;13;13650000;BOLÍVAR;SAN FERNANDO;CO-BOL
823f3adb-d1ed-4a84-b606-2beb85117e3e;13;13654000;BOLÍVAR;SAN JACINTO;CO-BOL
993ea141-fdbd-4149-9c7a-93081d036e01;13;13655000;BOLÍVAR;SAN JACINTO DEL CAUCA;CO-BOL
9291edb2-6f9d-46e9-afec-815d965002b1;13;13657000;BOLÍVAR;SAN JUAN NEPOMUCENO;CO-BOL
56a05cc0-e533-4fa9-9d49-48587b2c360a;13;13667000;BOLÍVAR;SAN MARTÍN DE LOBA;CO-BOL
2a23dd45-6736-4194-82f0-4ab8521ca2af;13;13670000;BOLÍVAR;SAN PABLO;CO-BOL
6aee6996-c6e5-4287-9f19-7039d99eb9df;13;13673000;BOLÍVAR;SANTA CATALINA;CO-BOL
79682ee8-685b-4dab-9eb1-6c1a337a061f;13;13468000;BOLÍVAR;SANTA CRUZ DE MOMPOX;CO-BOL
12eccd69-1692-49ce-832d-f8b0c244bcb1;13;13683000;BOLÍVAR;SANTA ROSA;CO-BOL
935713f8-2dbf-4c8a-b468-25c0263c0211;13;13688000;BOLÍVAR;SANTA ROSA DEL SUR;CO-BOL
10b97c61-97a6-414a-86a0-bc66f343696f;13;13744000;BOLÍVAR;SIMITÍ;CO-BOL
f7761e08-3ce6-44fb-aca8-bbe5404e1343;13;13760000;BOLÍVAR;SOPLAVIENTO;CO-BOL
12418eb7-9e09-4478-8385-e53d124613e9;13;13780000;BOLÍVAR;TALAIGUA NUEVO;CO-BOL
841bbace-b344-4077-9e83-9c961e8eb4a4;13;13810000;BOLÍVAR;TIQUISIO;CO-BOL
ea536f44-192e-4686-9cbe-babb4255229b;13;13836000;BOLÍVAR;TURBACO;CO-BOL
644493c7-a09e-4f3d-a72f-464e854cc71d;13;13838000;BOLÍVAR;TURBANÁ;CO-BOL
b0a52eca-926b-47bd-b2cc-c9e76f1f71d3;13;13873000;BOLÍVAR;VILLANUEVA;CO-BOL
71100e79-2937-49a3-b48f-a99262ba0b01;13;13894000;BOLÍVAR;ZAMBRANO;CO-BOL
22847032-dc7b-405d-80d4-5b91352c25d4;15;15022000;BOYACÁ;ALMEIDA;CO-BOY
65a6ca61-35a1-45eb-82b5-be9c03f4f51e;15;15047000;BOYACÁ;AQUITANIA;CO-BOY
